Name,Sport,Age,Height,Weight,Sex
Romuald Iosifovich Klim,Athletics,35.0,185.0,103.0,M
Thrse Anne Brisson,Ice Hockey,35.0,170.0,68.0,F
Manuela Di Centa,Cross Country Skiing,35.0,164.0,55.0,F
"Meiskelina Catharina Anna ""Carien"" Kleibeuker",Speed Skating,35.0,172.0,59.0,F
Kristian (-Christian) Johan stervold (Austevold-),Sailing,35.0,,,M
"Rebecca D. ""Becky"" Kellar (-Duke)",Ice Hockey,35.0,170.0,71.0,F
Rhona Martin (Howie-),Curling,35.0,167.0,71.0,F
"Alexander Thomas ""Sandy"" Turnbull",Lacrosse,35.0,,,M
Hvard Klemetsen,Nordic Combined,35.0,178.0,67.0,M
Wendy May Turnbull,Tennis,35.0,163.0,55.0,F
Dagmar Saln (Mrner-),Sailing,35.0,,,F
Ivans Klementjevs,Canoeing,35.0,176.0,80.0,M
Andreas Suttner,Fencing,35.0,,,M
Hubert Bourdy,Equestrianism,35.0,172.0,65.0,M
Karl Johan Sigurd Svensson,Equestrianism,35.0,,,M
"Emile Albert David ""Milo"" Martin",Art Competitions,35.0,,,M
"Mara de los Angeles ""Masa"" Rodrguez Surez",Hockey,35.0,,,F
Anthea Dorine Stewart (Allin-),Hockey,35.0,160.0,56.0,F
Duncan Seth Free,Rowing,35.0,200.0,100.0,M
Kent Farrington,Equestrianism,35.0,173.0,66.0,M
Pontus Hanson,Water Polo,35.0,,,M
Peter Leone,Equestrianism,35.0,,,M
Ervin Mszros,Fencing,35.0,,,M
Ekkehard Fasser,Bobsleigh,35.0,184.0,100.0,M
Yury Mikhaylovich Klimov,Handball,35.0,189.0,90.0,M
Gyrgyi Marvalics-Szkely,Fencing,35.0,,,F
Georges Charles Roes,Shooting,35.0,,,M
"Fred Roe, Sr.",Polo,35.0,,,M
Yakov Anufriyevich Rylsky,Fencing,35.0,173.0,75.0,M
Bruno Risi,Cycling,35.0,172.0,69.0,M
Karl Ronnie Sundin,Ice Hockey,35.0,186.0,100.0,M
Lis Hartel (Holst-),Equestrianism,35.0,,,F
Antonio Rossi,Canoeing,35.0,186.0,84.0,M
Maki Tabata,Speed Skating,35.0,162.0,55.0,F
Aino-Kaisa Saarinen,Cross Country Skiing,35.0,166.0,58.0,F
Alessio Sartori,Rowing,35.0,200.0,100.0,M
"Alexandra Angela ""Sandie"" Richards",Athletics,35.0,175.0,67.0,F
Holly S. McPeak (-Armato),Beach Volleyball,35.0,170.0,62.0,F
Adolf Dirk Coenraad van der Voort van Zijp,Equestrianism,35.0,,,M
"Nikolaos ""Nikos"" Kaklamanakis",Sailing,35.0,177.0,70.0,M
Jrme Fernandez,Handball,35.0,199.0,106.0,M
Bart Jan-Baptist Marie Brentjens,Cycling,35.0,188.0,79.0,M
"Hedwiga Rosenbaumov (Austerlitz-, -Raabe)",Tennis,35.0,,,F
Catharine Pendrel,Cycling,35.0,166.0,50.0,F
Hans-Peter Steinacher,Sailing,35.0,180.0,73.0,M
Virgilio Mantegazza,Fencing,35.0,,,M
Helmut Bantz,Gymnastics,35.0,,,M
Roy Heiner,Sailing,35.0,193.0,95.0,M
Fred Beck,Wrestling,35.0,,,M
Trine Haltvik,Handball,35.0,172.0,71.0,F
Robert Blyth Tait,Equestrianism,35.0,163.0,63.0,M
Hassan Ali Bechara,Wrestling,35.0,180.0,100.0,M
"Lones Wesley Wigger, Jr.",Shooting,35.0,170.0,82.0,M
Wolfgang Webner,Volleyball,35.0,190.0,89.0,M
Voitto Valdemar Kolho (Saxberg-),Shooting,35.0,,,M
Cheng Hui,Hockey,35.0,161.0,55.0,F
Humberto Mariles Corts,Equestrianism,35.0,,,M
Vira Antonivna Misevych,Equestrianism,35.0,169.0,60.0,F
Ott Boros,Water Polo,35.0,186.0,95.0,M
Bruce Robert Baumgartner,Wrestling,35.0,188.0,130.0,M
Alain (Ali-) Mimoun Ould Kacha,Athletics,35.0,170.0,56.0,M
Konrad Wirnhier,Shooting,35.0,181.0,84.0,M
"Ernest W. ""Ernie"" Riedel",Canoeing,35.0,,,M
Trygve Bjarne Pedersen,Sailing,35.0,,,M
Dennis Fenton,Shooting,35.0,185.0,,M
Shannon Leigh Boxx,Football,35.0,172.0,67.0,F
Hayley Marie Wickenheiser,Ice Hockey,35.0,178.0,77.0,F
Carlo Asinari Di San Marzano,Equestrianism,35.0,,,M
Paul Friedrich Peter Bauer,Art Competitions,35.0,,,M
Mabel Mosquera Mena,Weightlifting,35.0,164.0,53.0,F
Roland Gbler,Sailing,35.0,182.0,76.0,M
Evelyn Ashford (-Washington),Athletics,35.0,165.0,52.0,F
Peter-Michael Kolbe,Rowing,35.0,194.0,84.0,M
Lascelles Oneil Brown,Bobsleigh,35.0,182.0,100.0,M
"Michael Thomas ""Mike"" Richter",Ice Hockey,35.0,180.0,84.0,M
"Zlatko ""Zlatan"" Saraevi",Handball,35.0,187.0,97.0,M
"Maksim Nikolayevich ""Max"" Mirnyi",Tennis,35.0,196.0,90.0,M
Cormic Francis Cosgrove,Football,35.0,,,M
Bernard Marie  Chevallier,Equestrianism,35.0,,,M
"Frederick Carlton ""Carl"" Lewis",Athletics,35.0,188.0,80.0,M
Lyubov Vladimirovna Galkina,Shooting,35.0,165.0,56.0,F
Paul Borowski,Sailing,35.0,172.0,83.0,M
Saku Antero Koivu,Ice Hockey,35.0,179.0,81.5,M
"Thomas Granville ""Tom"" Brown",Shooting,35.0,,,M
Wolfgang Zimmerer,Bobsleigh,35.0,178.0,75.0,M
John Jacob Weinzweig,Art Competitions,35.0,,,M
Elmar Borrmann,Fencing,35.0,176.0,76.0,M
"Nils Johan ""John"" Sundberg",Shooting,35.0,177.0,79.0,M
Christopher Colin Dean,Figure Skating,35.0,180.0,73.0,M
"Charles Benedict ""Ben"" Ainslie",Sailing,35.0,183.0,90.0,M
Heike Gabriela Drechsler (Daute-),Athletics,35.0,181.0,68.0,F
Sndor Psta,Fencing,35.0,,,M
Erik Henry Sixten Nilsson,Football,35.0,,,M
Zdena Vemiovsk,Gymnastics,35.0,,,F
Curt Ewald Rudolf Lippert,Equestrianism,35.0,,,M
Ricco Gro,Biathlon,35.0,179.0,75.0,M
Vasily Aleksandrovich Kudinov,Handball,35.0,195.0,100.0,M
Leuris Pupo Requejo,Shooting,35.0,168.0,78.0,M
Deserie Huddleston-Wakefield-Baynes,Shooting,35.0,164.0,83.0,F
Vanderlei Cordeiro de Lima,Athletics,35.0,168.0,54.0,M
Mira Potkonen,Boxing,35.0,165.0,60.0,F
Philip Neame,Shooting,35.0,,,M
"Zenny ""Algodo"" de Azevedo",Basketball,35.0,183.0,77.0,M
"Harold ""Harry"" Burt",Shooting,35.0,,,M
Hans Drakenberg,Fencing,35.0,,,M
"Dimit'ri ""Dito"" Shanidze",Weightlifting,35.0,158.0,60.0,M
Adrian Jardine,Sailing,35.0,175.0,62.0,M
David Murdoch,Curling,35.0,177.0,76.0,M
Lon Tom,Fencing,35.0,180.0,82.0,M
Edvinas Krungolcas,Modern Pentathlon,35.0,187.0,79.0,M
Ludvk Dank,Athletics,35.0,193.0,123.0,M
Jesper Nddesbo,Handball,35.0,199.0,100.0,M
Mara Luisa Calle Williams,Cycling,35.0,170.0,51.0,F
Flix Albert Goblet d'Alviella,Fencing,35.0,,,M
Aleksandra Ivanovna Zabelina,Fencing,35.0,157.0,58.0,F
Gyz Kulcsr,Fencing,35.0,188.0,79.0,M
Gaston Marie Thub,Sailing,35.0,,,M
Juan Gracia Zazueta,Polo,35.0,,,M
Mikhail Valeryevich Nestruyev,Shooting,35.0,174.0,61.0,M
Juan Mara de la Fuente,Sailing,35.0,181.0,74.0,M
Fabrizio Donato,Athletics,35.0,189.0,83.0,M
Stig-Arne Gunnestad,Curling,35.0,187.0,78.0,M
George Lane Vivian,Shooting,35.0,,,M
Torger Nergrd,Curling,35.0,179.0,85.0,M
Agneta Monica Andersson,Canoeing,35.0,172.0,68.0,F
"Suzanne Brigit ""Sue"" Bird",Basketball,35.0,175.0,66.0,F
Ion Dumitrescu,Shooting,35.0,179.0,98.0,M
Larry Joe Bird,Basketball,35.0,205.0,100.0,M
Lloyd Spencer Spooner,Shooting,35.0,,,M
Per Gunnar Brje Berlin,Wrestling,35.0,,,M
Lourdes Gourriel Delgado,Baseball,35.0,183.0,90.0,M
Rodolfo Terlizzi,Fencing,35.0,167.0,,M
Vaughn Fraser Jefferis,Equestrianism,35.0,177.0,70.0,M
Emanuele Birarelli,Volleyball,35.0,202.0,95.0,M
Christian Fredrik Jebe,Sailing,35.0,,,M
Adolphe Bernard,Rowing,35.0,,,M
Barbora potkov,Athletics,35.0,182.0,80.0,F
Kerri-Ann Pottharst,Beach Volleyball,35.0,184.0,72.0,F
"James John ""Jim"" Bickford, Jr.",Bobsleigh,35.0,,,M
Hugh Durant,Shooting,35.0,,,M
"Nils Gustaf Fredrik Bror ""Hans"" von Blixen-Finecke, Jr.",Equestrianism,35.0,,,M
Joseph Webster Golinkin,Art Competitions,35.0,,,M
Olga Alekseyevna Zaytseva (-Augustin),Biathlon,35.0,168.0,66.0,F
"Kenneth ""Ken"" Myers",Rowing,35.0,185.0,79.0,M
Arkady Nikitich Vorobyov,Weightlifting,35.0,169.0,86.0,M
Werner Herman Otto Krogmann,Sailing,35.0,,,M
Jean-Jacques Guyon,Equestrianism,35.0,171.0,60.0,M
Carl Thure Henrik von Essen,Fencing,35.0,189.0,78.0,M
Paul Gonzalez,Baseball,35.0,186.0,86.0,M
Ermanno Pignatti,Weightlifting,35.0,,71.0,M
Kasper Sndergaard Sarup,Handball,35.0,195.0,95.0,M
Frances Julia Houghton,Rowing,35.0,193.0,80.0,F
Fabian Cancellara,Cycling,35.0,186.0,81.0,M
Christof Schwaller,Curling,35.0,179.0,89.0,M
John Cameron Shaw,Sailing,35.0,182.0,71.0,M
Dirk Boest Gips,Shooting,35.0,,,M
Rumyana Dimitrova Dzhadzharova-Neykova,Rowing,35.0,177.0,77.0,F
Ida Leopoldine Sophie Elizabeth von Nagel,Equestrianism,35.0,,,F
Damir Buri,Water Polo,35.0,205.0,115.0,M
Igor Aleksandrovich Kravchuk,Ice Hockey,35.0,185.0,95.0,M
Giuliano Nostini,Fencing,35.0,,,M
Peta Louise Edebone,Softball,35.0,176.0,70.0,F
August Max Otto Ludwig,Bobsleigh,35.0,178.0,,M
"Wilhelm Richard ""Willy"" Bckl",Figure Skating,35.0,,,M
Pierre Fritz Lueders,Bobsleigh,35.0,184.0,98.0,M
Robert Wilson Sears,Fencing,35.0,,,M
Fernand Alphonse Marie Frdric de Montigny,Hockey,35.0,,,M
Per Hjalmar Ludvig Carleson,Fencing,35.0,,,M
Per Arne Owe Carln,Handball,35.0,195.0,97.0,M
"Christopher Robert ""Chris"" Pronger",Ice Hockey,35.0,198.0,100.0,M
"Stephen John ""Steve"" Lysak",Canoeing,35.0,,,M
Erik Gsta Andersson,Wrestling,35.0,,,M
Rolf Danneberg,Athletics,35.0,198.0,125.0,M
Oleg Alekseyevich Protopopov,Figure Skating,35.0,175.0,71.0,M
Vyacheslav Alekseyevich Zaytsev,Volleyball,35.0,191.0,97.0,M
"Timothy ""Tim"" Thomas, Jr.",Ice Hockey,35.0,180.0,91.0,M
John James Shepherd,Tug-Of-War,35.0,,104.0,M
Silke Kraushaar (-Pielach),Luge,35.0,177.0,66.0,F
Thomas Ebert,Rowing,35.0,184.0,72.0,M
Pietro Piller Cottrer,Cross Country Skiing,35.0,180.0,70.0,M
Andrus Veerpalu,Cross Country Skiing,35.0,182.0,73.0,M
Fernando Echavarri Erasum,Sailing,35.0,180.0,76.0,M
Karl-Heinz Thun,Sailing,35.0,180.0,78.0,M
Jzsef von Platthy,Equestrianism,35.0,,,M
"Alfred Lee Loomis, Jr.",Sailing,35.0,,,M
"Grard Blitz, Jr.",Water Polo,35.0,,,M
Nikolay Mikhaylovich Sologubov,Ice Hockey,35.0,178.0,84.0,M
Joseph De Combe,Water Polo,35.0,,,M
"Elisabeth Anthonius Maria Ingnatius ""Lisette"" Sevens",Hockey,35.0,169.0,61.0,F
Henryk Nielaba,Fencing,35.0,175.0,68.0,M
Johan Jacob Greter,Equestrianism,35.0,,,M
"Joseph ""Joe"" Nieuwendyk",Ice Hockey,35.0,185.0,93.0,M
Olivier Damien Girault,Handball,35.0,183.0,86.0,M
William F. Grebe,Fencing,35.0,,,M
Hans W. Schchlin,Rowing,35.0,,,M
"Reginald Frank ""Reggie"" Doherty",Tennis,35.0,,,M
Gustave Joseph Amoudruz,Shooting,35.0,,,M
Joseph Pletinckx,Water Polo,35.0,,,M
Giulio Cacciandra,Equestrianism,35.0,,,M
Jacques Mouvet,Bobsleigh,35.0,,,M
"Svetlana Ivanovna ""Esfir"" Dolzhenko-Krachevskaya",Athletics,35.0,173.0,83.0,F
Michel Ansermet,Shooting,35.0,178.0,72.0,M
Werner Joseph Egk (Mayer-),Art Competitions,35.0,,,M
O Sang-Eun,Table Tennis,35.0,186.0,72.0,M
Timo Boll,Table Tennis,35.0,181.0,74.0,M
George Albert Newberry,Cycling,35.0,,,M
Joaqun Solano Chagoya,Equestrianism,35.0,,,M
August Gttinger,Gymnastics,35.0,,,M
Yuriy Mykhailovych Poiarkov,Volleyball,35.0,186.0,82.0,M
Arthur Schnabel,Judo,35.0,182.0,104.0,M
"Oscar Grgoire, Jr.",Water Polo,35.0,,,M
Daniela Anschtz-Thoms,Speed Skating,35.0,165.0,60.0,F
Lamberto Dalla Costa,Bobsleigh,35.0,,,M
Heather Moyse,Bobsleigh,35.0,178.0,72.0,F
Seweryn Roman Kulesza,Equestrianism,35.0,175.0,71.0,M
Michele Margaret Timms,Basketball,35.0,165.0,61.0,F
Tauno Into Kovanen,Wrestling,35.0,182.0,90.0,M
Robert Lang,Ice Hockey,35.0,189.0,96.0,M
Bodo Bittner,Bobsleigh,35.0,180.0,86.0,M
"Jacob Walter ""Wally"" Byron",Ice Hockey,35.0,180.0,65.0,M
Vlado ola,Handball,35.0,194.0,94.0,M
Russell Andrew Mark,Shooting,36.0,183.0,85.0,M
Charles Ferdinand Pahud de Mortanges,Equestrianism,36.0,,,M
Claudia Knzel-Nystad,Cross Country Skiing,36.0,168.0,58.0,F
Daniel Narcisse,Handball,36.0,189.0,93.0,M
Patrick John Sweeney,Rowing,36.0,157.0,50.0,M
scar Cristi Gallo,Equestrianism,36.0,,,M
Daouda Karabou,Handball,36.0,198.0,92.0,M
Monika Ewa Michalik (Rogien-),Wrestling,36.0,167.0,63.0,F
Udham Singh Kular,Hockey,36.0,168.0,58.0,M
Joel Snchez Guerrero,Athletics,36.0,175.0,53.0,M
Giorgio Zampori,Gymnastics,36.0,,,M
Scott Niedermayer,Ice Hockey,36.0,185.0,91.0,M
Lisa Deshawn Leslie (-Lockwood),Basketball,36.0,196.0,77.0,F
Robert Henry Schofield Coleman,Sailing,36.0,,,M
Paul Louis Eugne Dsir Leroy,Archery,36.0,,,M
"Matthew Morgan ""Matt"" Ryan",Equestrianism,36.0,182.0,70.0,M
Ennio Mattarelli,Shooting,36.0,181.0,86.0,M
Eric Robert Pearce,Hockey,36.0,180.0,76.0,M
Franjo Mihali,Athletics,36.0,175.0,58.0,M
Michel Jacques Germain Pierre Roche,Equestrianism,36.0,190.0,85.0,M
"Allen Alfred ""Al"" Van",Ice Hockey,36.0,,,M
"Gilbert Bayard ""Gil"" Colgate, Jr.",Bobsleigh,36.0,,,M
Aleksandar otar,Water Polo,36.0,196.0,102.0,M
Rimas Kurtinaitis,Basketball,36.0,195.0,94.0,M
Manzoor Hussain Atif,Hockey,36.0,187.0,73.0,M
Shirley Ann Robertson (-Boag),Sailing,36.0,169.0,66.0,F
John Hopkins Noel,Shooting,36.0,167.0,,M
"douard Rudolf ""Edy"" Knupfer",Art Competitions,36.0,,,M
Ian Gordon Ferguson,Canoeing,36.0,179.0,85.0,M
Daniele Pasquale Sottile,Volleyball,36.0,186.0,73.0,M
Albert H. Venn,Lacrosse,36.0,,,M
Eugen Peder Pedersen Lunde,Sailing,36.0,,,M
Lalita Vadimovna Milshina-Yauhleuskaya,Shooting,36.0,158.0,64.0,F
Andr Labatut,Fencing,36.0,,,M
Valentin Dimitrov Yordanov,Wrestling,36.0,160.0,58.0,M
Walter Tomsen,Shooting,36.0,,,M
Erik Staffan Olsson,Handball,36.0,199.0,99.0,M
Brian Price,Rowing,36.0,163.0,55.0,M
Teun Floris de Nooijer,Hockey,36.0,184.0,79.0,M
"Kelley Law (Atkins-, -Owen)",Curling,36.0,159.0,63.0,F
"Heinrich-Georg ""Heinz"" Hax",Shooting,36.0,180.0,,M
Mariya Valeryevna Mazina,Fencing,36.0,175.0,62.0,F
Temple Withers Ashbrook,Sailing,36.0,,,M
Mats ke Olsson,Handball,36.0,196.0,88.0,M
Tully Louise Bevilaqua (Crook-),Basketball,36.0,165.0,66.0,F
Ercole Gallegati,Wrestling,36.0,167.0,,M
"Istvn Szivs, Sr.",Water Polo,36.0,,,M
Rossano Galtarossa,Rowing,36.0,200.0,102.0,M
Larisa Aleksandrovna Peleshenko (Agapova-),Athletics,36.0,185.0,102.0,F
Kristine Lunde-Borgersen,Handball,36.0,181.0,67.0,F
Niels Marius Nielsen,Sailing,36.0,,,M
"Alphonse Adolph Burnand, Jr.",Sailing,36.0,,,M
Birger Johannes Ruud,Ski Jumping,36.0,165.0,,M
Marten Hans Joachim von Barnekow,Equestrianism,36.0,,,M
Rudolf Vladimirovich Plyukfelder (-Pflugfelder),Weightlifting,36.0,172.0,83.0,M
"Christopher Andrew ""Chris"" Hoy",Cycling,36.0,185.0,93.0,M
Toivo Robert Tikkanen,Shooting,36.0,,,M
Ladislav Falta,Shooting,36.0,179.0,90.0,M
Jasper Roy Blackall,Sailing,36.0,,,M
Laia Palau Alts,Basketball,36.0,181.0,69.0,F
Robert Bain Aspin,Sailing,36.0,,,M
Samuel Bode Miller,Alpine Skiing,36.0,188.0,91.0,M
Carlos Deltour,Rowing,36.0,,,M
Gillian Maria Elisabeth van den Berg,Water Polo,36.0,173.0,66.0,F
Luis Ulacia lvarez,Baseball,36.0,173.0,73.0,M
"Katherine Mary ""Daisy"" Dick (-Berkeley)",Equestrianism,36.0,168.0,55.0,F
Maurcio Camargo Lima,Volleyball,36.0,184.0,81.0,M
Frano Vian,Water Polo,36.0,192.0,94.0,M
"Henricus Petrus Augustinus Johannes ""Henri"" Smulders",Sailing,36.0,,,M
Juan Carlos Navarro Feijoo,Basketball,36.0,193.0,82.0,M
Pnlope Leprvost,Equestrianism,36.0,175.0,55.0,F
"Emelyn Thatcher Whiton (Leonard-, -Righter)",Sailing,36.0,,,F
Venio Losert,Handball,36.0,191.0,93.0,M
Antonio Pacheco Mass,Baseball,36.0,189.0,94.0,M
Bradley Marc Wiggins,Cycling,36.0,190.0,82.0,M
"John Clay Lovell, III",Sailing,36.0,170.0,77.0,M
Mario Lemieux,Ice Hockey,36.0,192.0,102.0,M
Anne Antoine Franois Grard Imbert de Balorre,Equestrianism,36.0,,,M
"Lawrence Edgar ""Larry"" Low",Sailing,36.0,188.0,91.0,M
Erik Oscar Heiberg,Sailing,36.0,,,M
Lars Sigurd Bjorkstrom,Sailing,36.0,184.0,75.0,M
"John ""Jack"" Wodehouse",Polo,36.0,,,M
Mathieu Ren Bozzetto,Snowboarding,36.0,186.0,90.0,M
Prithipal Singh,Hockey,36.0,175.0,71.0,M
"Thomas Patrick ""Tom"" Barrasso",Ice Hockey,36.0,190.0,95.0,M
Yekaterina Anatolyevna Khodotovich-Karsten,Rowing,36.0,185.0,80.0,F
Javier Mndez Gonzlez,Baseball,36.0,174.0,84.0,M
Emil Kellenberger,Shooting,36.0,,,M
Marta de Souza Sobral,Basketball,36.0,190.0,74.0,F
Isaac Leonard Kitts,Equestrianism,36.0,,,M
Saskia Clark,Sailing,36.0,176.0,68.0,F
Marion Clignet,Cycling,36.0,170.0,60.0,F
Olga Sergeyevna Zabelinskaya (Sukhoruchenkova-),Cycling,36.0,175.0,61.0,F
Emmanuel Hadelin de Blommaert de Soye,Equestrianism,36.0,,,M
Edward Louis Parnell,Shooting,36.0,,,M
Karin Thrig (-Bucher),Cycling,36.0,182.0,67.0,F
Karsten Forsterling,Rowing,36.0,191.0,88.0,M
Justin Peter Rose,Golf,36.0,191.0,,M
Tatyana Yuryevna Logunova,Fencing,36.0,174.0,62.0,F
Lesley McNaught-Mndli,Equestrianism,36.0,173.0,70.0,F
Arthur Joseph Stokes,Cycling,36.0,,,M
Svetlana Anatolyevna Boyko,Fencing,36.0,180.0,63.0,F
Trofim Fyodorovich Lomakin,Weightlifting,36.0,167.0,85.5,M
"Jessie Theresa Kite (Webb-, -Woods)",Gymnastics,36.0,,,F
Sylke Otto,Luge,36.0,170.0,64.0,F
Gabriella Paruzzi,Cross Country Skiing,36.0,173.0,62.0,F
Gustaf Walfrid Hellman,Shooting,36.0,,,M
Hans Einar Magnus Wislander,Handball,36.0,194.0,94.0,M
Kjersti Tysse-Pltzer,Athletics,36.0,173.0,55.0,F
Pter Somfai,Fencing,36.0,188.0,85.0,M
"Thomas ""Tom"" Butler",Tug-Of-War,36.0,,100.0,M
"Stephen Gregory ""Steve"" Yzerman",Ice Hockey,36.0,180.0,84.0,M
Roland Kkny,Canoeing,36.0,185.0,89.0,M
Krisztina Fazekas Zur,Canoeing,36.0,172.0,64.0,F
Jere Kalervo Lehtinen,Ice Hockey,36.0,183.0,88.5,M
Fulvio Valbusa,Cross Country Skiing,36.0,172.0,72.0,M
Otakar Vindy,Ice Hockey,36.0,,,M
Ambrus Balogh,Shooting,36.0,172.0,73.0,M
"Jennifer J. Fetter ""JJ"" Isler",Sailing,36.0,174.0,61.0,F
Christoph Bieler,Nordic Combined,36.0,180.0,70.0,M
Herbert Ferdinand Kastinger,Art Competitions,36.0,,,M
Jhan Raymond Le Roy,Equestrianism,36.0,173.0,63.0,M
Jens Johan Salvesen,Sailing,36.0,,,M
Carl Oscar Westergren,Wrestling,36.0,,,M
Sergey Vladimirovich Polyakov,Shooting,36.0,175.0,70.0,M
"Roderick Hopkins ""Rod"" Davis",Sailing,36.0,182.0,87.0,M
Stellan ke Westerdahl,Sailing,36.0,191.0,88.0,M
Lyudmila Iosifovna Khvedosyuk-Pinayeva,Canoeing,36.0,164.0,67.0,F
Horst Karsten,Equestrianism,36.0,170.0,65.0,M
Olavi Antero Rove (Grnfelt-),Gymnastics,36.0,,,M
Luigi Mastrangelo,Volleyball,36.0,202.0,90.0,M
Edgar Holmes Adams,Swimming,36.0,,,M
Owen Porter Churchill,Sailing,36.0,,,M
Orlando Polmonari,Gymnastics,36.0,,,M
Alexandra Simons de Ridder,Equestrianism,36.0,174.0,65.0,F
"Wincatherine Nyambura ""Catherine"" Ndereba",Athletics,36.0,160.0,45.0,F
Lloy James Ball,Volleyball,36.0,203.0,95.0,M
Arno Breker,Art Competitions,36.0,,,M
Beat Hefti,Bobsleigh,36.0,183.0,110.0,M
Tanya Victoria Harding,Softball,36.0,172.0,72.0,F
Giovanni Stradone,Art Competitions,36.0,,,M
Ranganathan Francis,Hockey,36.0,,,M
Joy Lynn Fawcett (Biefeld-),Football,36.0,165.0,59.0,F
Michele Frangilli,Archery,36.0,181.0,110.0,M
Jayna Hefford,Ice Hockey,36.0,163.0,63.0,F
Anna Maria Svrd-Le Moine (Bergstrm-),Curling,36.0,165.0,59.0,F
"Jacobus Hermanus Hendrik Jan ""Koos"" de Jong",Sailing,36.0,,,M
Rolf Fredrik Turkka (Durchman-),Sailing,36.0,,,M
Emanuele Beraudo Di Pralormo,Equestrianism,36.0,,,M
Georgina Wheatcroft (Hawkes-),Curling,36.0,180.0,81.0,F
Xavier Charles Ren Rohart,Sailing,36.0,188.0,100.0,M
Allison M. Brock,Equestrianism,36.0,168.0,59.0,F
Alfred Ost,Art Competitions,36.0,,,M
Gyrgy Nbald,Fencing,36.0,180.0,78.0,M
Istvn Barta (Berger),Water Polo,36.0,185.0,,M
"Cynthia Margaret ""Cindy"" Neale-Ishoy",Equestrianism,36.0,159.0,59.0,F
Yves Loday,Sailing,36.0,175.0,65.0,M
"William George Alexander ""Jock"" Stewart",Cycling,36.0,,,M
Jin Jong-O,Shooting,36.0,175.0,78.0,M
Christian Dick,Sailing,36.0,,,M
Ingamay Christina Bylund,Equestrianism,36.0,176.0,64.0,F
Igor Hini,Water Polo,36.0,202.0,110.0,M
Richard Frederick Remer,Athletics,36.0,178.0,68.0,M
Fyodor Vasilyevich Shutkov,Sailing,36.0,171.0,73.0,M
Sergey Yuryevich Tetyukhin,Volleyball,36.0,197.0,89.0,M
Karl-Heinz Danielowski,Rowing,36.0,165.0,50.0,M
Hortncia Maria de Ftima Marcari Oliva,Basketball,36.0,174.0,60.0,F
Maja Savi,Handball,36.0,176.0,66.0,F
William Hirons,Tug-Of-War,36.0,,95.0,M
Tibor Benedek,Water Polo,36.0,190.0,96.0,M
Francis Webster Honeycutt,Fencing,36.0,,,M
Olav Nilsen kern,Cross Country Skiing,36.0,,,M
Maurizio Randazzo,Fencing,36.0,180.0,74.0,M
"Anthony ""Tony"" Waters",Hockey,36.0,175.0,73.0,M
John Keith Boles,Shooting,36.0,,,M
Robert Marek Korzeniowski,Athletics,36.0,168.0,60.0,M
Leonid Arkadyevich Taranenko,Weightlifting,36.0,,127.0,M
Jarmila Krlkov,Hockey,36.0,163.0,63.0,F
Claes Robert Herman Vidarsson Egnell,Modern Pentathlon,36.0,,,M
Viktor Aleksandrovich Sidyak,Fencing,36.0,176.0,76.0,M
Ludvig Casimir Reuterskild,Shooting,36.0,173.0,,M
Edith Dorothy Holman,Tennis,36.0,,,F
"Spyridon ""Spyros"" Gianniotis",Swimming,36.0,185.0,78.0,M
Franco Cavallo,Sailing,36.0,182.0,80.0,M
"Franciscus Ronaldus Maria ""Ronald"" Jansen",Hockey,36.0,175.0,86.0,M
Wadysaw Dobrowolski,Fencing,36.0,170.0,74.0,M
Stevan Horvat,Wrestling,36.0,170.0,73.0,M
ric Claude Franois Srecki,Fencing,36.0,193.0,88.0,M
Nina Vasilyevna Savina,Canoeing,36.0,,,F
Lia Manoliu (-Raica),Athletics,36.0,179.0,85.0,F
"Edmund Carlton ""Ed"" Horton",Bobsleigh,36.0,,,M
Eric Gsta Magnus Jernemyr,Handball,36.0,200.0,113.0,M
Jaouad Gharib,Athletics,36.0,176.0,66.0,M
Carlos Mauricio Espnola Lorenzo,Sailing,36.0,175.0,72.0,M
Per August Gustafsson,Tug-Of-War,36.0,,,M
Pau Gasol Sez,Basketball,36.0,215.0,115.0,M
Amaurys Perez,Water Polo,36.0,194.0,98.0,M
Judith Arndt,Cycling,36.0,173.0,59.0,F
Tibor Pzsa,Fencing,36.0,191.0,85.0,M
Beniamino Bonomi,Canoeing,36.0,182.0,85.0,M
"Charles S. ""Charlie"" Ogletree",Sailing,36.0,175.0,70.0,M
Volker Zerbe,Handball,36.0,211.0,97.0,M
Charles Norman Currey,Sailing,36.0,,,M
Jacob Bernhard Christian Jensen,Canoeing,36.0,,,M
"Robert C. ""Bob"" Jaugstetter",Rowing,36.0,159.0,49.0,M
Elena Kalisk,Canoeing,36.0,172.0,65.0,F
Ralph Lewis Spotts,Shooting,36.0,,,M
Alan Kemp Warren,Sailing,36.0,178.0,73.0,M
Wolfgang Hoppe,Bobsleigh,36.0,181.0,89.0,M
"Edwin Yancey ""Eddie"" Argo",Equestrianism,36.0,,,M
Denis Horgan,Athletics,36.0,178.0,106.0,M
"Tellef Kristian ""Tell"" Wagle",Sailing,36.0,,,M
Teresa Edwards,Basketball,36.0,175.0,68.0,F
Rachael Pamela Sporn,Basketball,36.0,187.0,68.0,F
"Marinus Cornelis ""Rinus"" van Rekum",Tug-Of-War,36.0,,,M
Mario Stecher,Nordic Combined,36.0,177.0,62.0,M
