Name,Sport,Age,Height,Weight,Sex
Yevgeny Vladimirovich Zimin,Ice Hockey,24.0,173.0,82.0,M
Inese Jaunzeme (-Goba),Athletics,24.0,169.0,70.0,F
Paul Stastny,Ice Hockey,24.0,183.0,93.0,M
Wijan Ponlid,Boxing,24.0,162.0,51.0,M
Denise Marie Curry,Basketball,24.0,185.0,74.0,F
Hrachik Javakhyan,Boxing,24.0,178.0,63.0,M
Takako Shirai (-Takagi),Volleyball,24.0,180.0,72.0,F
Vincent Nicolas Jay,Biathlon,24.0,182.0,73.0,M
Mamoru Shiragami,Volleyball,24.0,175.0,70.0,M
Erik Gustaf Granfelt,Gymnastics,24.0,,,M
David Granger,Bobsleigh,24.0,,,M
"Hugh Lawrence ""Laurie"" Doherty",Tennis,24.0,178.0,,M
Yelena Ilyinichna Polyonova,Handball,24.0,198.0,96.0,F
Nina Curtis,Sailing,24.0,167.0,68.0,F
Michel Jazy,Athletics,24.0,175.0,65.0,M
Sao Mirjani,Rowing,24.0,187.0,99.0,M
Mun Hyang-Ja,Handball,24.0,,,F
Nikola Kalini,Basketball,24.0,202.0,102.0,M
Kameradin Susanthika Jayasinghe,Athletics,24.0,168.0,62.0,F
Anniara Muoz Carrazana,Volleyball,24.0,183.0,66.0,F
Aleksandr Dokturishvili,Wrestling,24.0,169.0,74.0,M
Thoralf Peters,Rowing,24.0,204.0,100.0,M
"Kristina ""Tina"" Peters (-Marquardt)",Hockey,24.0,164.0,58.0,F
Ctlina Ponor,Gymnastics,24.0,160.0,47.0,F
Wolfgang Staudinger,Luge,24.0,180.0,78.0,M
"Arthur Harold ""Art"" Harnden",Athletics,24.0,176.0,73.0,M
Thomas Domian,Rowing,24.0,198.0,91.0,M
Axel Karl Petersen,Football,24.0,,,M
arnas Jasikeviius,Basketball,24.0,193.0,92.0,M
Tiberiu Alexandru Dolniceanu,Fencing,24.0,179.0,79.0,M
Mario Curletto,Fencing,24.0,175.0,62.0,M
"Thomas Fitzgerald ""Tom"" Dolan",Swimming,24.0,201.0,86.0,M
Roland Grahammer,Football,24.0,178.0,73.0,M
"Norman Edward ""Ted"" Hargreaves",Ice Hockey,24.0,180.0,81.0,M
Petar Muslim,Water Polo,24.0,200.0,102.0,M
Andrija Popovi,Water Polo,24.0,193.0,86.0,M
Yuichi Akasaka,Short Track Speed Skating,24.0,169.0,64.0,M
Bolesaw Drewek,Rowing,24.0,168.0,58.0,M
Boris Perui,Volleyball,24.0,181.0,73.0,M
Yulieski Gourriel Castillo,Baseball,24.0,180.0,74.0,M
Roman Steinberg,Wrestling,24.0,,75.0,M
Viktor Ivanovich Shalimov,Ice Hockey,24.0,181.0,77.0,M
Kieran Govers,Hockey,24.0,179.0,76.0,M
Jamie Hagerman,Ice Hockey,24.0,175.0,77.0,F
Derek Bruce Mills,Athletics,24.0,175.0,68.0,M
William Arthur Parkin,Hockey,24.0,170.0,65.0,M
Walter Ernest Christopher James,Rowing,24.0,,86.0,M
Andreas Hagelund (Olsen-),Gymnastics,24.0,,,M
Tams Kancsal,Modern Pentathlon,24.0,188.0,74.0,M
Gunnar Petter Jamvold,Sailing,24.0,,,M
Pedro Luis Millet Soler,Sailing,24.0,173.0,64.0,M
Park Yeong-Dae,Handball,24.0,188.0,79.0,M
eljko Perui,Football,24.0,169.0,64.0,M
Jesse Harold Sergent,Cycling,24.0,188.0,78.0,M
Larion Serghei,Canoeing,24.0,184.0,74.0,M
Sadegh Goudarzi,Wrestling,24.0,179.0,74.0,M
Randi Criner Miller,Wrestling,24.0,157.0,63.0,F
Shamil Karimovich Serikov,Wrestling,24.0,161.0,57.0,M
Kelsey Serwa,Freestyle Skiing,24.0,168.0,62.0,F
dm Steinmetz,Water Polo,24.0,198.0,104.0,M
John Anthony Pescatore,Rowing,24.0,188.0,84.0,M
Gaston Dron,Cycling,24.0,,,M
Nancy Drolet,Ice Hockey,24.0,168.0,63.0,F
Westley Gough,Cycling,24.0,185.0,78.0,M
"James ""Jim"" Hartung",Gymnastics,24.0,165.0,64.0,M
Bernd Drogan,Cycling,24.0,181.0,69.0,M
"Hans Christopher ""Chris"" Steinfeld",Sailing,24.0,185.0,66.0,M
Zhang Shan,Shooting,24.0,163.0,57.0,F
"Rebecca Angharad ""Becky"" James",Cycling,24.0,171.0,66.0,F
"Pamela Kristine ""Pam"" Dreyer (-Sunkinen)",Ice Hockey,24.0,165.0,70.0,F
"John Chester ""Jack"" Porter",Ice Hockey,24.0,,,M
"Michael John ""Mike"" Hart",Rowing,24.0,186.0,84.0,M
Krishnamurty Perumal,Hockey,24.0,174.0,78.0,M
Jang Ok-Rim,Volleyball,24.0,173.0,76.0,F
Lasha Shavdatuashvili,Judo,24.0,170.0,75.0,M
Britta Steffen,Swimming,24.0,180.0,60.0,F
Vesna Miloevi (-Petrovi),Handball,24.0,183.0,73.0,F
Karel Peek,Ice Hockey,24.0,,,M
Benot Pierre Peschier,Canoeing,24.0,177.0,75.0,M
Drew Doughty,Ice Hockey,24.0,185.0,92.0,M
Reinhard Hfner,Football,24.0,174.0,62.0,M
Vitaly Venediktovich Shcherbo,Gymnastics,24.0,169.0,68.0,M
Patrick Cubaynes,Football,24.0,175.0,72.0,M
Diana ilit,Cycling,24.0,162.0,61.0,F
Edmund Bernard Jankowski,Rowing,24.0,174.0,72.0,M
Ivo Stefanoni,Rowing,24.0,165.0,55.0,M
"Clifford ""Cliff"" Harrison",Ice Hockey,24.0,,,M
Jang Mi-Ran,Weightlifting,24.0,170.0,118.0,F
"Francis John ""Frank"" Shaughnessy, Jr.",Ice Hockey,24.0,180.0,81.0,M
"Robert Karl ""Robbie"" Grabarz",Athletics,24.0,191.0,81.0,M
Uwe Kamps,Football,24.0,180.0,81.0,M
Boniface William Mutwol,Athletics,24.0,160.0,55.0,M
Jaman Lal Sharma,Hockey,24.0,169.0,59.0,M
Erik Robert Parlevliet,Hockey,24.0,193.0,89.0,M
Lyubov Georgyevna Sharmay (Goncharova-),Basketball,24.0,183.0,77.0,F
Antonio Alejandro Porta Pernigotti,Basketball,24.0,190.0,91.0,M
"Frederick ""Fred"" Grace",Boxing,24.0,,,M
Konstantin Grigoryevich Sharovarov,Handball,24.0,181.0,79.0,M
Pavel Nikolayevich Dovgal,Modern Pentathlon,24.0,180.0,72.0,M
Gennady Ivanovich Shatkov,Boxing,24.0,172.0,78.0,M
Emir Mutapi,Basketball,24.0,197.0,90.0,M
Jang Ji-Won,Taekwondo,24.0,174.0,57.0,F
Hanns Jana,Fencing,24.0,188.0,78.0,M
"Joseph Aim Grald ""Gerry"" Gratton",Weightlifting,24.0,,75.0,M
"Jorge Jos ""Jorginho"" de Amorim Campos",Football,24.0,174.0,68.0,M
George Dogrescu,Handball,24.0,195.0,94.0,M
Khdafi Djelkhir,Boxing,24.0,164.0,57.0,M
"Anfernee Deon ""Penny"" Hardaway",Basketball,24.0,200.0,91.0,M
Christl Haas,Alpine Skiing,24.0,177.0,70.0,F
"Razif Haji ""Ajib"" Sidek Mohamed",Badminton,24.0,180.0,68.0,M
Hisayoshi Harasawa,Judo,24.0,191.0,125.0,M
Slavica Djuki,Handball,24.0,174.0,73.0,F
Louis Joseph Harant,Shooting,24.0,173.0,,M
"Michael Barnwell ""Mike"" Silliman",Basketball,24.0,198.0,105.0,M
Darius Dimaviius,Basketball,24.0,204.0,95.0,M
"John Francis ""Jack"" Mulhern",Ice Hockey,24.0,,,M
Carlo Silipo,Water Polo,24.0,199.0,95.0,M
Walter Ernest Peterson,Hockey,24.0,,,M
Stefan Dimitrov,Volleyball,24.0,,,M
"Johannes ""Jo"" Kaiser",Athletics,24.0,185.0,80.0,M
Sverre Hilmar Hansen,Athletics,24.0,174.0,66.0,M
Otto Adolf Mller,Wrestling,24.0,,,M
"Henry ""Harry"" Stapley",Football,24.0,,,M
John William Grieb,Gymnastics,24.0,175.0,,M
Miroslav Poljak,Water Polo,24.0,185.0,95.0,M
Anne Poleska (-Urban),Swimming,24.0,181.0,63.0,F
Rainer Podlesch,Cycling,24.0,183.0,76.0,M
Martina Mller,Football,24.0,161.0,56.0,F
Antoni Zajkowski,Judo,24.0,170.0,73.0,M
Mathias Mller,Hockey,24.0,187.0,80.0,M
Norbert Dobeleit,Athletics,24.0,185.0,82.0,M
"John Muldoon, Jr.",Rugby,24.0,183.0,,M
Nikolay Fyodorovich Kalashnikov,Water Polo,24.0,175.0,71.0,M
Hagen Stamm,Water Polo,24.0,191.0,100.0,M
Srgio Miguel Moreira Paulinho,Cycling,24.0,172.0,66.0,M
"Margaret ""Margie"" Dingeldein",Water Polo,24.0,167.0,58.0,F
Richard George Stanhope Gregg,Hockey,24.0,,,M
"Gloria Siebert (Kovarik-, Uibel-)",Athletics,24.0,170.0,54.0,F
Hans Stanggassinger,Luge,24.0,191.0,112.0,M
"Georg ""Jrg"" Siebert",Rowing,24.0,193.0,90.0,M
Jeon Hae-Seop,Wrestling,24.0,160.0,52.0,M
Cezary Tadeusz Siess,Fencing,24.0,182.0,82.0,M
"Victor Henry Augustus ""Vic"" d'Arcy",Athletics,24.0,172.0,63.0,M
Klaus Siebert,Biathlon,24.0,,,M
Nancy Catherine Greene (-Raine),Alpine Skiing,24.0,160.0,62.0,F
Sadik Mujki,Rowing,24.0,190.0,79.0,M
Grzegorz Cziura,Weightlifting,24.0,157.0,55.5,M
Nils Otto Silfverskild,Gymnastics,24.0,,,M
Alfredo Dinale,Cycling,24.0,,,M
Leif Gran Jensen,Weightlifting,24.0,165.0,78.0,M
"Wilhelm Gustav ""Willi"" Kaiser",Boxing,24.0,163.0,51.0,M
"Robert Eugene ""Bob"" Jeangerard",Basketball,24.0,190.0,86.0,M
"Alan ""Al"" Greene",Diving,24.0,,,M
Reto Perl,Ice Hockey,24.0,,,M
Rumyana Kaisheva,Volleyball,24.0,180.0,65.0,F
Lyubov Alekseyevna Mukhachova (-Osipova),Cross Country Skiing,24.0,158.0,53.0,F
Leonard Hanson,Gymnastics,24.0,,,M
"Daniel Patrick ""Gary"" Dineen",Ice Hockey,24.0,177.0,77.0,M
Wolfgang Plottke,Rowing,24.0,184.0,88.0,M
Jeong Sin-Jo,Boxing,24.0,162.0,51.0,M
"Aleksandr Viktorovich ""Alex"" Miroshnichenko",Boxing,24.0,193.0,91.0,M
Fernando Paternoster,Football,24.0,179.0,70.0,M
Zhang Shuo,Rhythmic Gymnastics,24.0,172.0,50.0,F
Istvn (Stefan) Mudin,Athletics,24.0,,,M
Atanas Shopov,Weightlifting,24.0,177.0,90.0,M
Wieke Elisabeth Henritte Dijkstra,Hockey,24.0,162.0,57.0,F
Daniel Jdraszko,Canoeing,24.0,192.0,92.0,M
Toshio Shoji,Swimming,24.0,178.0,75.0,M
Dejan Dabovi,Water Polo,24.0,190.0,95.0,M
Ana Paula Rodrigues Connelly (-Rodrigues Henkel),Volleyball,24.0,183.0,68.0,F
Gebhard Poltera,Ice Hockey,24.0,,,M
Catherine Franoise Marella Plewinski (-Arie),Swimming,24.0,166.0,58.0,F
"Constance Mabel ""Connie"" Jeans",Swimming,24.0,,,F
Lasse Norman Hansen,Cycling,24.0,180.0,73.0,M
Yury Aleksandrovich Shlyapin,Water Polo,24.0,,,M
Lyudmila Nikolayevna Shishova,Fencing,24.0,158.0,54.0,F
Janeth Jepkosgei Busienei,Athletics,24.0,167.0,47.0,F
Kevin Martin Jepsen,Baseball,24.0,190.0,97.0,M
Mun Gyeong-Ha,Handball,24.0,176.0,62.0,F
Charles Jean Baptiste Perrin,Rowing,24.0,,,M
Richard Allen Jefferson,Basketball,24.0,203.0,102.0,M
Christian Dissinger,Handball,24.0,203.0,105.0,M
Simion Cuov,Boxing,24.0,175.0,60.0,M
Mukhtarkhan Koblanbekovich Dildabekov,Boxing,24.0,190.0,97.0,M
Rudolf Wilhelm Stahl,Handball,24.0,,,M
Rafaela Lopes Silva,Judo,24.0,169.0,57.0,F
"Eduard ""Edi"" Kainberger",Football,24.0,,,M
Andrey Vladimirovich Grechin,Swimming,24.0,199.0,99.0,M
Mathieu Grbille,Handball,24.0,198.0,100.0,M
"Wilhelm ""Willi"" Kaidel",Rowing,24.0,,,M
Reinhold William Eugen Petersson (-Bjrneman),Athletics,24.0,184.0,78.0,M
Oleg Nikolayevich Grebnev,Handball,24.0,206.0,110.0,M
Dmitry Mikhaylovich Dobroskok,Diving,24.0,167.0,57.0,M
Milen Atanasov Dobrev,Weightlifting,24.0,177.0,94.0,M
"Thomas Sydney ""Tom"" Griffin",Rugby,24.0,,,M
Annette Dobmeier,Fencing,24.0,172.0,60.0,F
Lawrence Henry Pentland,Lacrosse,25.0,,64.0,M
Steffi Walter-Martin,Luge,25.0,180.0,74.0,F
Lu Yuanyang,Rhythmic Gymnastics,25.0,174.0,54.0,F
Philippe Renaud,Canoeing,25.0,178.0,76.0,M
Silke Renk (-Lange),Athletics,25.0,173.0,75.0,F
Zhou Mi,Badminton,25.0,175.0,65.0,F
"Getenesh ""Gete"" Wami Degife",Athletics,25.0,152.0,42.0,F
"Stanisawa Walasiewicz (-Walsh, -Olson)",Athletics,25.0,174.0,60.0,F
Shigeki Wakabayashi,Baseball,25.0,177.0,77.0,M
Nina Reithmayer,Luge,25.0,171.0,66.0,F
Orlando Ortega Alejo,Athletics,25.0,182.0,77.0,M
Hideaki Yanagida,Wrestling,25.0,159.0,57.0,M
Rolf Lefdahl,Gymnastics,25.0,,,M
Priscilla Lopes-Schliep,Athletics,25.0,163.0,67.0,F
Jos Ramn Lpez Daz-Flor,Canoeing,25.0,180.0,81.0,M
"Ullrich ""Uli"" Vos",Hockey,25.0,178.0,69.0,M
Vitaly Aleksandrovich Petrakov,Cycling,25.0,180.0,75.0,M
Juan Manuel Lpez Iturriaga,Basketball,25.0,194.0,91.0,M
Yao Fen,Badminton,25.0,166.0,55.0,F
Teodor Anders Peterson,Cross Country Skiing,25.0,186.0,79.0,M
"Thomas James ""Tom"" Richards",Rugby,25.0,,,M
Torsten Voss,Athletics,25.0,186.0,88.0,M
Renato Vrbii,Water Polo,25.0,,,M
Haruhiro Yamashita (-Matsuda),Gymnastics,25.0,165.0,60.0,M
Marianne Vos,Cycling,25.0,169.0,59.0,F
Tsuyoshi Yamanaka,Swimming,25.0,171.0,75.0,M
"Michael ""Mike"" Richards",Ice Hockey,25.0,180.0,88.0,M
Xu Jian,Softball,25.0,178.0,74.0,F
Wodzimierz Leonard Lubaski,Football,25.0,178.0,77.0,M
Yan Sen,Table Tennis,25.0,168.0,60.0,M
Maxime Ren Waleff,Rowing,25.0,,,M
"Elizabeth Anne ""Lizzy"" Yarnold",Skeleton,25.0,172.0,78.0,F
Eino Penttil,Athletics,25.0,179.0,81.0,M
Wang Bingyu,Curling,25.0,164.0,65.0,F
Wang Fang,Basketball,25.0,177.0,72.0,F
Toivo Aarne Loukola,Athletics,25.0,173.0,60.0,M
David Thorild Olsson,Athletics,25.0,173.0,61.0,M
Kysti Eemil Lehtonen,Wrestling,25.0,166.0,70.5,M
Herbert Richter,Cycling,25.0,175.0,68.0,M
Lyubomir Petrov,Rowing,25.0,185.0,89.0,M
Yang Wei,Badminton,25.0,172.0,63.0,F
Stuart Reside,Rowing,25.0,193.0,90.0,M
Katja Maarit Lehto,Ice Hockey,25.0,160.0,58.0,F
Heinz Richter,Cycling,25.0,184.0,84.0,M
Johan Harald Alfred Wallin,Sailing,25.0,,,M
John Thomas O'Neil,Rugby,25.0,177.0,,M
Veronika Wallinger-Stallmaier,Alpine Skiing,25.0,170.0,59.0,F
Daniela Walkowiak-Pilecka (-Lewicka),Canoeing,25.0,160.0,60.0,F
Manon Ann Rhaume (-St. Cyr),Ice Hockey,25.0,170.0,60.0,F
George Vincent Rhoden,Athletics,25.0,178.0,68.0,M
"Nova Maree Peris-Kneebone (-Batman, -Appleton)",Hockey,25.0,170.0,56.0,F
Adolf Wagner,Weightlifting,25.0,,74.0,M
Gnter Wilhelm Leichum,Athletics,25.0,174.0,70.0,M
Rolf Lennart Ridderwall,Ice Hockey,25.0,180.0,78.0,M
Cecilie Leganger,Handball,25.0,179.0,76.0,F
Leo Losert,Rowing,25.0,,,M
"Amedee Valle Reyburn, Jr.",Swimming,25.0,,,M
Eleftherios Petrounias,Gymnastics,25.0,164.0,62.0,M
Erik Petersen,Rowing,25.0,184.0,81.0,M
Aleksandr Pavlovich Petrov,Basketball,25.0,208.0,103.0,M
Vladimir Aleksandrovich Orlov,Speed Skating,25.0,180.0,75.0,M
"Robert Norman ""Rob"" Waddell",Rowing,25.0,200.0,103.0,M
Anatoly Vasilyevich Perov,Boxing,25.0,,,M
Ole Erik Gunnar Petersen,Sailing,25.0,176.0,74.0,M
Gnter Lrke,Cycling,25.0,175.0,65.0,M
Tams Lrincz,Wrestling,25.0,172.0,75.0,M
"Amedee Valle Reyburn, Jr.",Water Polo,25.0,,,M
Ayana Onozuka,Freestyle Skiing,25.0,158.0,50.0,F
Daniel Xuereb,Football,25.0,176.0,68.0,M
Ri Chun-Ok,Volleyball,25.0,172.0,74.0,F
"Victoria Elaine ""Vickie"" Orr (-Wiley)",Basketball,25.0,190.0,75.0,F
Yin Junhua,Boxing,25.0,167.0,60.0,F
tefan Petrescu,Shooting,25.0,161.0,68.0,M
Branimir Vujevi,Rowing,25.0,183.0,85.0,M
Yuliya Petrivna Riabchynska,Canoeing,25.0,164.0,63.0,F
Jaroslav Walter,Ice Hockey,25.0,181.0,79.0,M
Shane Perkins,Cycling,25.0,178.0,90.0,M
Louisa Walter (-Keller),Hockey,25.0,170.0,66.0,F
George Haddow Rennie,Lacrosse,25.0,,,M
Aleksandar Petrovi,Basketball,25.0,194.0,85.0,M
Douglas Gordon Arthur Lowe,Athletics,25.0,183.0,70.0,M
Zdeslav Vrdoljak,Water Polo,25.0,189.0,96.0,M
"Elisabeth Anne Marie ""Lisanne"" Lejeune",Hockey,25.0,173.0,58.0,F
Annegret Richter (Irrgang-),Athletics,25.0,167.0,53.0,F
Ernesto Prez Lobo,Judo,25.0,198.0,101.0,M
Kira Walkenhorst,Beach Volleyball,25.0,184.0,75.0,F
Givi Onashvili,Judo,25.0,192.0,115.0,M
Kanae Yamabe,Judo,25.0,172.0,108.0,F
Petar Nikolov Petrov,Athletics,25.0,180.0,80.0,M
Yang Hyeong-Mo,Wrestling,25.0,174.0,85.0,M
Yang Xiaojun,Volleyball,25.0,181.0,73.0,F
Sergey Anatolyevich Yashin,Ice Hockey,25.0,181.0,93.0,M
Igor Vuurovi,Volleyball,25.0,200.0,86.0,M
Junko Onishi,Swimming,25.0,165.0,57.0,F
Olena Yurivna Petrova,Biathlon,25.0,162.0,54.0,F
Melaine Antoinette Walker,Athletics,25.0,165.0,53.0,F
Veselin Vukovi,Handball,25.0,192.0,87.0,M
Bernard Vukas,Football,25.0,,,M
Yelena Vladimirovna Petrova,Judo,25.0,,,F
Passion J. Richardson,Athletics,25.0,155.0,51.0,F
Mihaela Petril,Rowing,25.0,190.0,74.0,F
Gyula Petrikovics,Canoeing,25.0,173.0,67.0,M
Ri Song-Hui,Weightlifting,25.0,152.0,55.5,F
Dinko Stoykov Petrov,Wrestling,25.0,167.0,57.0,M
Udo Poser,Swimming,25.0,186.0,87.0,M
"Josef ""Pepi"" Reiter",Judo,25.0,168.0,70.0,M
"Andreas ""Andi"" Wenzel",Alpine Skiing,25.0,175.0,70.0,M
Soso Lip'art'eliani,Judo,25.0,178.0,78.0,M
Lus Carlos Coelho Winck,Football,25.0,177.0,75.0,M
Elmar Qasmov,Judo,25.0,188.0,100.0,M
Veikko Ilmari Pakarinen,Gymnastics,25.0,176.0,,M
Anastasiya Nikolayevna Yermakova,Synchronized Swimming,25.0,169.0,55.0,F
Pak Chol-Min,Judo,25.0,169.0,70.0,M
Anton Winkler,Luge,25.0,180.0,84.0,M
Branislav Pokrajac,Handball,25.0,186.0,100.0,M
John Bryant Paine,Shooting,25.0,,,M
Franz Wembacher,Luge,25.0,181.0,78.0,M
Li Kongzheng,Diving,25.0,164.0,58.0,M
Caleb Paine,Sailing,25.0,191.0,98.0,M
Sergey Nikolayevich Lishtvan,Wrestling,25.0,188.0,96.0,M
Duan Poliaik,Weightlifting,25.0,165.0,82.0,M
Zheng Jie,Tennis,25.0,164.0,57.0,F
Martin Putze,Bobsleigh,25.0,181.0,100.0,M
Eduard Ptsep,Wrestling,25.0,,,M
Jasna Ptujec,Handball,25.0,176.0,72.0,F
Henri Wernli,Wrestling,25.0,,,M
"Petrus Adrianus ""Piet"" Wernink, Jr.",Sailing,25.0,,,M
Ulrich Poltera,Ice Hockey,25.0,,,M
Burglinde Pollak (-Grimm),Athletics,25.0,179.0,78.0,F
Joachim Werner,Rowing,25.0,190.0,89.0,M
Luke Patience,Sailing,25.0,167.0,59.0,M
Daniyar Maratovich Yeleusinov,Boxing,25.0,178.0,64.0,M
Zheng Meizhu,Volleyball,25.0,172.0,62.0,F
Ferenc Pusks (Purczeld-),Football,25.0,,,M
"John Bradley ""Brad"" Werenka",Ice Hockey,25.0,188.0,95.0,M
Peter Robert Russell Wilson,Shooting,25.0,198.0,90.0,M
Viktor Oleksandrovych Zviahintsev,Football,25.0,178.0,79.0,M
"John Clarence ""Jack"" Patrick",Rugby,25.0,187.0,,M
Dagmar Palekov-vubov,Cross Country Skiing,25.0,164.0,54.0,F
"Vincenzo ""Enzo"" Polito",Water Polo,25.0,,,M
Iouri Aleksandrovich Podladtchikov,Snowboarding,25.0,184.0,76.0,M
Jan Philipp Rabente,Hockey,25.0,180.0,77.0,M
Vladislav Yuryevich Pavlovich,Fencing,25.0,182.0,79.0,M
Zhang Hong,Speed Skating,25.0,174.0,65.0,F
Edi Rada,Figure Skating,25.0,,,M
Li Feng-Ying,Weightlifting,25.0,153.0,53.0,F
Liu Ou,Synchronized Swimming,25.0,168.0,50.0,F
"Jeanette Josephina Maria ""Nettie"" Witziers-Timmer",Athletics,25.0,,,F
Liu Shiwen,Table Tennis,25.0,160.0,54.0,F
ukasz Zygmunt Pawowski,Rowing,25.0,183.0,70.0,M
Dainis Ozols,Cycling,25.0,178.0,74.0,M
Liu Xia,Judo,25.0,178.0,78.0,F
"Jovanka ""Jova"" Radievi",Handball,25.0,170.0,68.0,F
Hans-Otto Woellke,Athletics,25.0,178.0,105.0,M
Lyudmila Borisovna Yegorova (-Sineva),Gymnastics,25.0,,,F
ric Quintin,Handball,25.0,185.0,75.0,M
Giulia Quintavalle,Judo,25.0,174.0,59.0,F
Horacio Podest,Rowing,25.0,,,M
Wayne Alton Wells,Wrestling,25.0,173.0,74.0,M
Pyotr Ivanovich Pochenchuk,Athletics,25.0,178.0,70.0,M
Bryony Kate Frances Page,Trampolining,25.0,172.0,60.0,F
Elisa Queirolo,Water Polo,25.0,168.0,61.0,F
Bjrn Andreas Paulson,Athletics,25.0,,,M
Dniel Pauman,Canoeing,25.0,186.0,84.0,M
Charles Barry Weitzenberg,Water Polo,25.0,186.0,88.0,M
Mria Littomeritzky (-Bognr),Swimming,25.0,,,F
Li Ho-Jun,Shooting,25.0,176.0,75.0,M
Zheng Haixia,Basketball,25.0,204.0,115.0,F
Gerda Weissensteiner,Luge,25.0,166.0,63.0,F
Vladimr Weiss,Football,25.0,178.0,80.0,M
"Joseph James ""Joe"" Pavelski",Ice Hockey,25.0,180.0,86.0,M
Jos Manuel Gentil Quina,Sailing,25.0,181.0,105.0,M
Liu Chunhong,Weightlifting,25.0,160.0,69.0,F
Yevgeniya Yevgeniyevna Polyakova,Athletics,25.0,164.0,55.0,F
"Winthrop Hale Palmer, Jr.",Ice Hockey,25.0,,,M
Tanja Tuulia Poutiainen (-Rinne),Alpine Skiing,25.0,170.0,65.0,F
Harry Franklin Porter,Athletics,25.0,189.0,79.0,M
Park Chan-Suk,Basketball,25.0,191.0,75.0,F
Valentin Porte,Handball,25.0,190.0,92.0,M
Rosemarie Whyte,Athletics,25.0,174.0,65.0,F
"Maxwell Lander ""Maxie"" Parks",Athletics,25.0,188.0,78.0,M
Lin Yue,Diving,25.0,163.0,53.0,M
"Zachary Justin ""Zach"" Parise",Ice Hockey,25.0,170.0,89.0,M
Alf Lie,Gymnastics,25.0,,,M
"Edward J. ""Ed"" Liddie",Judo,25.0,172.0,60.0,M
"Erik Wilhelm ""Erkka"" Wiln",Athletics,25.0,180.0,73.0,M
Alexandra Popp,Football,25.0,174.0,65.0,F
"Edward Ferdinand Jacob ""Ed"" Lindberg",Athletics,25.0,177.0,76.0,M
Nils Erik Liedholm,Football,25.0,,,M
Zenon Licznerski,Athletics,25.0,182.0,74.0,M
Margit Elisabeth Prtner,Curling,25.0,173.0,60.0,F
Werner Potzernheim,Cycling,25.0,,,M
Linden Wiesman,Equestrianism,25.0,175.0,64.0,F
Vra Pospilov-Cechlov,Athletics,25.0,176.0,77.0,F
Agnieszka Jadwiga Wieszczek-Kordus,Wrestling,25.0,175.0,69.0,F
Jorma Johannes Limmonen,Boxing,25.0,168.0,56.0,M
Alise Rose Post,Cycling,25.0,158.0,58.0,F
Myriam Lignot,Synchronized Swimming,25.0,169.0,53.0,F
Park Seong-Hyeon,Archery,25.0,170.0,72.0,F
Viktor Yakovlevich Potapov,Sailing,25.0,174.0,74.0,M
Giuseppe Porzio,Water Polo,25.0,,,M
Park Jeong-Rim,Handball,25.0,,,F
Frank Wiegand,Swimming,25.0,180.0,70.0,M
Adrian Philip Parker,Modern Pentathlon,25.0,182.0,79.0,M
John Michael Parker,Water Polo,25.0,188.0,86.0,M
Lin Li,Swimming,25.0,168.0,63.0,F
"Cynthia Ann ""Cindy"" Potter-McIngvale (-Lasser)",Diving,25.0,158.0,66.0,F
Vitaly Mikhaylovich Parkhimovich,Shooting,25.0,177.0,84.0,M
Donald Whittall,Football,25.0,,,M
Yeo Hong-Cheol,Gymnastics,25.0,165.0,64.0,M
"Lynn Alfred ""Lindsay"" Williams, III",Sailing,25.0,189.0,93.0,M
Panayot Mitov Panayotov,Football,25.0,,,M
Oliver William Lindsay-Hague,Rugby Sevens,25.0,180.0,83.0,M
Aleksey Nikolayevich Zhitnik,Ice Hockey,25.0,178.0,77.0,M
Michelle Williams (-Toro),Swimming,25.0,175.0,67.0,F
Jos Pamplona Lecuanda,Basketball,25.0,,,M
Martin Prochzka,Ice Hockey,25.0,181.0,82.0,M
Karl Proisl,Canoeing,25.0,,,M
Vitaly Viktorovich Prokhorov,Ice Hockey,25.0,177.0,80.0,M
Yekaterina Valeryevna Prokofyeva,Water Polo,25.0,176.0,70.0,F
Jzsef Palots,Wrestling,25.0,,,M
Cappie Marie Pondexter,Basketball,25.0,175.0,73.0,F
Antonio Provenzani Garzoni,Rowing,25.0,167.0,,M
Anatoliy Ivanovych Polyvoda,Basketball,25.0,200.0,105.0,M
Valentina Aleksandrovna Prudskova,Fencing,25.0,159.0,51.0,F
Zhang Mengxue,Shooting,25.0,162.0,70.0,F
Gino Pancino,Cycling,25.0,,,M
Yuriy Volodymyrovych Yermakov,Gymnastics,25.0,,,M
Neboja Popovi,Handball,25.0,182.0,95.0,M
Werner Lika,Football,25.0,178.0,71.0,M
Harold Blaine Lindgren,Athletics,25.0,190.0,92.0,M
Jouko Rainer Lindgren,Sailing,25.0,167.0,63.0,M
Vira Ivanivna Popkova (Kabreniuk-),Athletics,25.0,169.0,62.0,F
Emma Jane Pooley,Cycling,25.0,157.0,50.0,F
Li Byong-Uk,Boxing,25.0,158.0,50.0,M
Irina Natanovna Press,Athletics,25.0,168.0,75.0,F
Li Zhongyun,Judo,25.0,161.0,56.0,F
David Price,Boxing,25.0,203.0,108.0,M
Andrae Williams,Athletics,25.0,185.0,84.0,M
Marina Serafimovna Zhirova (Titova-),Athletics,25.0,170.0,58.0,F
Karl Edmund Lindmark,Gymnastics,25.0,,,M
Erik Josef Lindqvist,Sailing,25.0,,,M
